"Sex"	"Item Name"	"Area"	"date"	"value type"	"value"	"flag"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"March 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"April 2018"	"number"	52	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"April 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"May 2018"	"number"	54	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"May 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"June 2018"	"number"	53	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"June 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"July 2018"	"number"	50	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"July 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"August 2018"	"number"	53	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"August 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"September 2018"	"number"	52	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"September 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"October 2018"	"number"	52	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"October 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"November 2018"	"number"	46	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"November 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"December 2018"	"number"	41	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"December 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"January 2019"	"number"	37	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"January 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"February 2019"	"number"	29	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"February 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"March 2019"	"number"	26	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"March 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"April 2019"	"number"	26	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"April 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"May 2019"	"number"	26	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"May 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"June 2019"	"number"	24	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"June 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"July 2019"	"number"	24	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"July 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"August 2019"	"number"	22	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"August 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"September 2019"	"number"	17	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"September 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"October 2019"	"number"	19	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"October 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"November 2019"	"number"	18	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"November 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"December 2019"	"number"	22	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"December 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"January 2020"	"number"	21	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"January 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"February 2020"	"number"	19	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"February 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"March 2020"	"number"	16	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"March 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"April 2020"	"number"	39	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"April 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"May 2020"	"number"	39	""
"Total"	"Total claimants"	"ps:AB12 3 - Aberdeen"	"May 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"January 2017"	"number"	82	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"January 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"February 2017"	"number"	79	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"February 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"March 2017"	"number"	72	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"March 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"April 2017"	"number"	63	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"April 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"May 2017"	"number"	69	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"May 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"June 2017"	"number"	69	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"June 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"July 2017"	"number"	67	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"July 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"August 2017"	"number"	61	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"August 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"September 2017"	"number"	54	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"September 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"October 2017"	"number"	52	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"October 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"November 2017"	"number"	46	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"November 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"December 2017"	"number"	49	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"December 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"January 2018"	"number"	56	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"January 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"February 2018"	"number"	64	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"February 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"March 2018"	"number"	57	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"March 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"April 2018"	"number"	50	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"April 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"May 2018"	"number"	53	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"May 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"June 2018"	"number"	61	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"June 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"July 2018"	"number"	56	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"July 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"August 2018"	"number"	50	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"August 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"September 2018"	"number"	47	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"September 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"October 2018"	"number"	44	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"October 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"November 2018"	"number"	40	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"November 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"December 2018"	"number"	35	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"December 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"January 2019"	"number"	35	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"January 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"February 2019"	"number"	30	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"February 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"March 2019"	"number"	27	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"March 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"April 2019"	"number"	22	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"April 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"May 2019"	"number"	23	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"May 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"June 2019"	"number"	21	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"June 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"July 2019"	"number"	22	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"July 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"August 2019"	"number"	21	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"August 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"September 2019"	"number"	20	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"September 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"October 2019"	"number"	18	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"October 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"November 2019"	"number"	22	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"November 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"December 2019"	"number"	20	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"December 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"January 2020"	"number"	18	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"January 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"February 2020"	"number"	18	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"February 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"March 2020"	"number"	20	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"March 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"April 2020"	"number"	39	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"April 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"May 2020"	"number"	48	""
"Total"	"Total claimants"	"ps:AB12 4 - Aberdeen"	"May 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"January 2017"	"number"	118	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"January 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"February 2017"	"number"	132	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"February 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"March 2017"	"number"	120	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"March 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"April 2017"	"number"	114	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"April 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"May 2017"	"number"	114	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"May 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"June 2017"	"number"	114	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"June 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"July 2017"	"number"	110	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"July 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"August 2017"	"number"	104	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"August 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"September 2017"	"number"	100	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"September 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"October 2017"	"number"	86	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"October 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"November 2017"	"number"	74	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"November 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"December 2017"	"number"	81	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"December 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"January 2018"	"number"	78	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"January 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"February 2018"	"number"	87	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"February 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"March 2018"	"number"	94	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"March 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"April 2018"	"number"	91	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"April 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"May 2018"	"number"	92	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"May 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"June 2018"	"number"	87	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"June 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"July 2018"	"number"	87	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"July 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"August 2018"	"number"	86	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"August 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"September 2018"	"number"	90	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"September 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"October 2018"	"number"	93	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"October 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"November 2018"	"number"	83	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"November 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"December 2018"	"number"	66	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"December 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"January 2019"	"number"	67	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"January 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"February 2019"	"number"	64	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"February 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"March 2019"	"number"	60	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"March 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"April 2019"	"number"	47	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"April 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"May 2019"	"number"	42	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"May 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"June 2019"	"number"	45	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"June 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"July 2019"	"number"	39	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"July 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"August 2019"	"number"	38	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"August 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"September 2019"	"number"	38	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"September 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"October 2019"	"number"	36	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"October 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"November 2019"	"number"	26	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"November 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"December 2019"	"number"	23	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"December 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"January 2020"	"number"	23	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"January 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"February 2020"	"number"	21	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"February 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"March 2020"	"number"	22	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"March 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"April 2020"	"number"	52	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"April 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"May 2020"	"number"	60	""
"Total"	"Total claimants"	"ps:AB12 5 - Aberdeen"	"May 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"January 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"January 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"February 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"February 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"March 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"March 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"April 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"April 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"May 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"May 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"June 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"June 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"July 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"July 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"August 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"August 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"September 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"September 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"October 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"October 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"November 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"November 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"December 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"December 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"January 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"January 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"February 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"February 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"March 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"March 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"April 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"April 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"May 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"May 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"June 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"June 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"July 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"July 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"August 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"August 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"September 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"September 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"October 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"October 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"November 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"November 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"December 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"December 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"January 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"January 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"February 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"February 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"March 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"March 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"April 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"April 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"May 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"May 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"June 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"June 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"July 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"July 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"August 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"August 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"September 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"September 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"October 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"October 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"November 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB12 9 - Aberdeen"	"November 2019"	"rate"		"-"
